"","AssetA","AssetB","AssetC","AssetD","AssetE"
"1",5.19085273897057,2.70510064727931,1.20942555176109,9.1591445192137,1.18935677590804
"2",0.439623700159857,8.19392829488445,16.4024763368582,11.3843593434786,0.517738270408608
"3",1.34843797225255,7.75796943669111,11.3965880278621,8.74450813737233,3.72154900766863
"4",4.12725032085796,7.92921620286075,11.1181043721419,10.0701427664273,6.27735788471205
"5",8.48509164503962,9.8679430105211,12.0223464789026,11.7114408727024,12.952479634061
"6",1.34169575184433,8.43436837785313,13.0517560786648,9.39709201854533,9.52904456676704
"7",15.5223370864693,7.44833167247104,8.71793881469738,9.52783361483305,7.38838756169839
"8",11.5325097383555,4.18732093233332,1.57494382640869,9.36462868747572,9.79237954709514
"9",6.28432181307736,7.89259309313794,6.84302985486634,9.71422636513385,12.2155314276288
"10",7.02382034933261,12.15687910809,15.4863363675252,10.1381082248039,19.111715507939
"11",19.268652570022,8.64677515780425,7.8615365736555,11.2276303438535,15.743415306264
"12",21.218056914799,12.9933934730119,15.7273822264541,9.19822054534718,20.3741351821883
"13",22.9207856840201,12.845123514057,19.3040969604569,8.91960739997261,16.7192381698727
"14",20.3643848507347,12.9102409008347,10.5695527931596,9.84246564389312,23.7151302049582
"15",18.6696639923445,9.50391900349616,3.51100925963656,8.92823996012208,20.252543969907
"16",22.0294260315932,14.341719094702,13.2289407031318,9.86101385945016,20.1977879325218
"17",18.586003407706,12.0728768905995,3.26324092456343,9.40268690528707,22.5298407957934
"18",19.7984909337207,14.1708310566523,9.43412011506607,7.81603323990841,25.3483413451322
"19",31.5271265974855,14.7333578607526,10.6986989654168,10.2408172559367,24.7544117077245
"20",19.1387764353266,13.331339065764,9.0806463090367,9.74064459326575,23.1259713383919
"21",25.4673030584612,16.5777328031787,15.9640400224279,10.9005119453333,27.2008349142789
"22",21.7983271790777,16.373015162623,14.8696226949294,10.9418693938677,26.5758223598008
"23",39.1145311313066,13.4056454053454,6.68999986859495,11.4679619034197,28.5779183959897
"24",30.9686354750542,16.1403212280302,4.4751095650492,10.7067610895579,33.7666122193787
"25",39.0410562931123,20.2145508843865,15.4198122652994,10.8190089302622,36.3681734154318
