"","AssetA","AssetB","AssetC","AssetD","AssetE"
"1",5.19085273897057,3.58494913918101,1.20942555176109,9.1591445192137,1.18935677590804
"2",0.439623700159857,8.49855523108963,16.4024763368582,11.3843593434786,0.517738270408608
"3",1.34843797225255,8.61810496734415,11.3965880278621,8.74450813737233,3.72154900766863
"4",4.12725032085796,8.9909364239787,11.1181043721419,10.0701427664273,6.27735788471205
"5",8.48509164503962,12.0426941297865,12.0223464789026,11.7114408727024,12.952479634061
"6",1.34169575184433,11.6299479470256,13.0517560786648,9.39709201854533,9.52904456676704
"7",15.5223370864693,10.2797828464716,8.71793881469738,9.52783361483305,7.38838756169839
"8",11.5325097383555,8.48409831709544,1.57494382640869,9.36462868747572,9.79237954709514
"9",6.28432181307736,9.71549577920088,6.84302985486634,9.71422636513385,12.2155314276288
"10",7.02382034933261,15.1503739355789,15.4863363675252,10.1381082248039,19.111715507939
"11",19.268652570022,12.687105134814,7.8615365736555,11.2276303438535,15.743415306264
"12",21.218056914799,16.0703844534114,15.7273822264541,9.19822054534718,20.3741351821883
"13",22.9207856840201,17.4805625469749,19.3040969604569,8.91960739997261,16.7192381698727
"14",20.3643848507347,17.0964375187025,10.5695527931596,9.84246564389312,23.7151302049582
"15",18.6696639923445,14.4602240494058,3.51100925963656,8.92823996012208,20.252543969907
"16",22.0294260315932,17.1329251839709,13.2289407031318,9.86101385945016,20.1977879325218
"17",18.586003407706,14.7250059553924,3.26324092456343,9.40268690528707,22.5298407957934
"18",19.7984909337207,17.8382609906289,9.43412011506607,7.81603323990841,25.3483413451322
"19",31.5271265974855,18.4225095062539,10.6986989654168,10.2408172559367,24.7544117077245
"20",19.1387764353266,17.6929809586907,9.0806463090367,9.74064459326575,23.1259713383919
"21",25.4673030584612,21.3616360439119,15.9640400224279,10.9005119453333,27.2008349142789
"22",21.7983271790777,21.5124743209975,14.8696226949294,10.9418693938677,26.5758223598008
"23",39.1145311313066,20.7199195464844,6.68999986859495,11.4679619034197,28.5779183959897
"24",30.9686354750542,19.5034528856724,4.4751095650492,10.7067610895579,33.7666122193787
"25",39.0410562931123,23.0939821636158,15.4198122652994,10.8190089302622,36.3681734154318
"26",38.8812904688,22.2325425793068,11.008156107112,9.70651815129755,33.9530698582412
"27",32.0809691563835,22.7113100656781,10.3021728914074,11.4185890724859,38.0123288240951
"28",40.6861918043304,26.0171541800231,16.9709117051465,11.4987738274065,38.3584196099766
"29",34.4454475495517,21.1383430609428,3.94585941459569,9.34291790551434,36.5739259383055
"30",28.320021810608,20.2539919964338,3.41099226474464,9.147204559998,40.8778421047079
"31",46.2615925283269,26.9984355068054,15.9732942661449,10.3159150383615,44.1953543263683
"32",46.6499216761989,23.9072688351126,3.61751964241491,11.1096941676589,43.630396825609
"33",37.3104787251285,23.6406081116765,7.89475034982544,12.215460571678,41.7341161301813
"34",29.6263754934919,23.2864445741314,11.2443678555085,11.2171036389573,37.3111080642303
"35",38.6342897275035,25.6650036570638,14.9069579785397,11.4792217866383,40.2426823654987
"36",45.9288380839928,26.5335603713606,13.1646070919408,10.9515738324179,39.2194031924837
"37",43.7224370314419,25.6341179003341,10.1408790150167,8.99046735403743,40.0344705871109
"38",42.751723573238,22.7738824421337,3.50466907092937,7.99952726136205,41.6511937147579
"39",34.1804738583581,26.0220576588021,10.6803471109123,8.23781412754794,44.051539001125
"40",47.6853261218418,27.1797379062583,11.2255193630561,9.85739187404494,41.9686829460901
"41",49.6455389273778,26.652164520285,8.87609247123445,11.5500603694831,42.8377197669376
"42",48.9360886289554,26.5632454873239,9.11967859330254,9.19757681828523,44.493418713676
"43",44.035980920969,31.7501100930881,18.8314481009341,9.92542108011733,49.3259665270727
"44",48.3249648145215,32.5723167654903,16.3044754202044,11.8956679547225,47.1946331290714
"45",40.2933151390979,28.3484634840611,8.43192273135573,9.54343105907957,46.0322799656287
"46",40.2680319603064,28.5182709826108,9.20105467961613,10.562223362643,43.1713230638772
"47",37.0689155472545,30.4330461593717,9.53540598220086,9.11299148848857,48.4570891541979
"48",44.5808306576198,28.5936385120124,8.72846803591868,9.53975542380482,42.2233368605736
"49",41.8277272732545,27.535030447655,3.66994631198782,9.27567151393253,47.0965687550211
"50",45.6975246723051,28.3172141179594,8.54655116376131,9.93078884416589,41.343108527701
